"Avg # Bars In Losing Trades: All","Avg # Bars In Losing Trades: Long","Avg # Bars In Losing Trades: Short","Avg # Bars In Winning Trades: All","Avg # Bars In Winning Trades: Long","Avg # Bars In Winning Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Buy & Hold Return","Buy & Hold Return %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Max Drawdown","Max Drawdown %","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Open PL","Open PL %","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Sharpe Ratio","Sortino Ratio","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","__% to take at First TP","__% to take at Second TP","__% to take at Third TP","__ABC Entry Settings","__AO Divergence","__API Entry - Long","__API Entry - Short","__API Exit - Long","__API Exit - Short","__API First TP - Long","__API First TP - Short","__API Second TP - Long","__API Second TP - Short","__ATR Reversal","__ATR Trailing Stop Multiplier","__ATR Trailing Stop Source","__ATR length","__Activate Min Risk:Reward?","__Adx","__Alert Frequency","__Allow Reversal Trades","__Aroon","__Baseline","__BollingerBands Contact","__Bull vs. Bears","__CMF Cross 50-Line","__CMF Level","__Close trade on reverse strategy","__Dashboard Distance","__Dashboard On / Off","__Depth","__Deviation","__Divergence Look Left","__Divergence Look Right","__Divergence Type","__EMA Pressure","__EMA Trend Direction","__Enable Max Trades?","__Enable Repainting?","__Engulfing Candle","__HMA BAR","__HMA Len","__HMA Pivot","__HMA Trend Direction","__Highest High lookback","__KST Cross Signal","__KST Divergence","__Left Bars","__Limit order for Entry?","__Limit order on Close","__Long Trades","__Lookback1","__Lookback2","__Lookback3","__Lookback4","__Lookback5","__Lookback6","__Lookback7","__Lookback8","__Lowest Low Lookback","__MA 1","__MA 2","__MA 3","__MA 4","__MA 5","__MA Length #1","__MA Length #2","__MA Length #3","__MA Length #4","__MA Length #5","__MA Type #1","__MA Type #2","__MA Type #3","__MA Type #4","__MA Type #5","__MACD Cross Signal","__MACD Divergence","__MACD Histogram Pivot","__Max Drawdown Daily (%)","__Max Trades Per Direction?","__Min Risk:Reward","__Notes","__OBV Divergence","__Parabolic SAR Direction","__Parabolic SAR Reversal","__Plot Entry/SL/TP","__Plot trail trigger price","__Probability Formula","__Probability Formula Length","__Profit factor Long (Risk to Reward)","__Profit factor Short (Risk to Reward)","__R:R To Trigger Exit","__RSI Cross 50-Line","__RSI Divergence","__RSI Level","__RVI Divergence","__RVI Position","__Required Strong LONG Score","__Required Strong SHORT Score","__Reverse?","__Right Bars","__Risk Adjustment","__Set Max Daily DrawDown","__Short Trades","__Stoch Cross Signal","__Stochastic Divergence","__Stop Loss Buffer - Long","__Stop Loss Buffer - Short","__Stop Loss Long %","__Stop Loss Short %","__SuperTrend Direction","__SuperTrend Reversal","__Support/Resistance Cross","__Swing Lookback","__Take Multi Profit X3","__Take Profit Long %","__Take Profit Short %","__Take Protit Fibonacci LEVEL","__Thamers ALL IN ONE RSI","__Time Session To Ignore Trades","__Timezone","__Type of Stoploss","__Type of Take Profit","__Use ATR Trailing Stop","__Use Limit exit","__Use Strategy Alerts? - Please read the tooltip","__Use Time Session Filter","__VWAP Cross HMA","__VWAP Trend","__Waddah Attar","__Wait for confirmation of new entry on reversal","__Wait for confirmed?","__WaveTrend Cross Signal","__WaveTrend Divergence","__Z distance from VWAP","comment"
37.71,48.29,24.65,38.33,57.36,19.97,38.08,53.47,21.70,1.05,1.19,0.88,20.94,23.72,17.51,0.15,0.12,0.18,3.01,2.40,3.67,0.95,1.10,0.80,18.98,21.99,16.08,-513.39,-25.67,204.84,105.56,99.27,39.79,24.91,14.88,795.79,498.20,297.59,54.10,30.79,23.31,1082.08,615.80,466.28,1.10,1.10,0.80,25.24,25.24,18.53,1.71,1.71,0.98,35.75,35.75,19.71,0,0,0,0.06,0.06,0.06,205.84,9.07,14.31,5.88,8.43,286.29,117.60,168.69,38.00,21.00,17.00,57.00,28.00,29.00,0,0,60.00,57.14,63.04,1.36,1.24,1.57,0.91,0.93,0.92,0.17,0.29,95.00,49.00,46.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",16.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60. Changed ""Left Bars"": 9 => 16."
36.89,45.86,23.43,40.35,62.69,19.61,38.99,55.17,20.88,1.03,1.16,0.84,20.62,23.17,16.81,0.16,0.08,0.24,3.15,1.59,4.89,0.93,1.08,0.79,18.55,21.58,15.74,-513.39,-25.67,186.77,98.76,88.01,36.09,24.33,11.77,721.85,486.51,235.33,50.09,28.05,22.04,1001.77,561.05,440.72,1.10,1.10,0.80,25.26,25.26,17.74,1.11,1.11,0.98,24.90,24.90,19.85,0,0,0,0.06,0.06,0.06,146.87,6.92,14.00,3.73,10.27,279.92,74.54,205.39,35.00,21.00,14.00,54.00,26.00,28.00,0,0,60.67,55.32,66.67,1.39,1.15,1.87,0.90,0.93,0.94,0.18,0.31,89.00,47.00,42.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,true,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60.67415730337079. Changed ""Set Max Daily DrawDown"": false => true."
36.89,45.86,23.43,40.35,62.69,19.61,38.99,55.17,20.88,1.03,1.16,0.84,20.62,23.17,16.81,0.16,0.08,0.24,3.15,1.59,4.89,0.93,1.08,0.79,18.55,21.58,15.74,-513.39,-25.67,186.77,98.76,88.01,36.09,24.33,11.77,721.85,486.51,235.33,50.09,28.05,22.04,1001.77,561.05,440.72,1.10,1.10,0.80,25.26,25.26,17.74,1.11,1.11,0.98,24.90,24.90,19.85,0,0,0,0.06,0.06,0.06,146.87,6.92,14.00,3.73,10.27,279.92,74.54,205.39,35.00,21.00,14.00,54.00,26.00,28.00,0,0,60.67,55.32,66.67,1.39,1.15,1.87,0.90,0.93,0.94,0.18,0.31,89.00,47.00,42.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Off",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60.67415730337079. Changed ""KST Divergence"": Strong => Off."
36.89,45.86,23.43,40.35,62.69,19.61,38.99,55.17,20.88,1.03,1.16,0.84,20.62,23.17,16.81,0.16,0.08,0.24,3.15,1.59,4.89,0.93,1.08,0.79,18.55,21.58,15.74,-513.39,-25.67,186.77,98.76,88.01,36.09,24.33,11.77,721.85,486.51,235.33,50.09,28.05,22.04,1001.77,561.05,440.72,1.10,1.10,0.80,25.26,25.26,17.74,1.11,1.11,0.98,24.90,24.90,19.85,0,0,0,0.06,0.06,0.06,146.87,6.92,14.00,3.73,10.27,279.92,74.54,205.39,35.00,21.00,14.00,54.00,26.00,28.00,0,0,60.67,55.32,66.67,1.39,1.15,1.87,0.90,0.93,0.94,0.18,0.31,89.00,47.00,42.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,true,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60.67415730337079. Changed ""Set Max Daily DrawDown"": false => true."
36.89,45.86,23.43,40.35,62.69,19.61,38.99,55.17,20.88,1.03,1.16,0.84,20.62,23.17,16.81,0.16,0.08,0.24,3.15,1.59,4.89,0.93,1.08,0.79,18.55,21.58,15.74,-513.39,-25.67,186.77,98.76,88.01,36.09,24.33,11.77,721.85,486.51,235.33,50.09,28.05,22.04,1001.77,561.05,440.72,1.10,1.10,0.80,25.26,25.26,17.74,1.11,1.11,0.98,24.90,24.90,19.85,0,0,0,0.06,0.06,0.06,146.87,6.92,14.00,3.73,10.27,279.92,74.54,205.39,35.00,21.00,14.00,54.00,26.00,28.00,0,0,60.67,55.32,66.67,1.39,1.15,1.87,0.90,0.93,0.94,0.18,0.31,89.00,47.00,42.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Mandatory","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60.67415730337079. Changed ""KST Cross Signal"": Off => Mandatory."
41.60,51.00,35.33,19.50,19.50,0,35.29,35.25,35.33,0.91,1.09,0.78,18.14,21.87,15.65,-0.34,-0.01,-0.78,-6.88,-0.29,-15.65,1.06,1.06,0,21.29,21.29,0,-501.05,-25.05,13.74,7.85,5.88,4.54,2.19,2.35,90.70,43.75,46.95,2.13,2.13,0,42.58,42.58,0,1.10,1.10,0.80,22.00,22.00,15.76,1.10,1.10,0,21.40,21.40,0,0,0,0,0.05,0.05,0.04,74.91,3.75,-2.41,-0.06,-2.35,-48.13,-1.17,-46.95,5.00,2.00,3.00,2.00,2.00,0,0,0,28.57,50.00,0,0.47,0.97,0,1.17,0.97,0,-0.13,-0.16,7.00,4.00,3.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,0,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 28.57142857142857. Changed ""MA Length #3"": true => false."
49.25,51.00,47.50,19.50,19.50,0,39.33,35.25,47.50,0.94,1.09,0.78,18.74,21.87,15.60,-0.27,-0.01,-0.78,-5.40,-0.29,-15.60,1.06,1.06,0,21.29,21.29,0,-500.76,-25.04,11.76,7.85,3.91,3.75,2.19,1.56,74.95,43.75,31.20,2.13,2.13,0,42.58,42.58,0,1.10,1.10,0.80,22.00,22.00,15.66,1.10,1.10,0,21.40,21.40,0,0,0,0,0.05,0.05,0.04,74.91,3.75,-1.62,-0.06,-1.56,-32.37,-1.17,-31.20,4.00,2.00,2.00,2.00,2.00,0,0,0,33.33,50.00,0,0.57,0.97,0,1.14,0.97,0,-0.10,-0.12,6.00,4.00,2.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Weak","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 33.33333333333333. Changed ""EMA Pressure"": Very Strong => Weak."
49.25,51.00,47.50,19.50,19.50,0,39.33,35.25,47.50,0.94,1.09,0.78,18.74,21.87,15.60,-0.27,-0.01,-0.78,-5.40,-0.29,-15.60,1.06,1.06,0,21.29,21.29,0,-500.76,-25.04,11.76,7.85,3.91,3.75,2.19,1.56,74.95,43.75,31.20,2.13,2.13,0,42.58,42.58,0,1.10,1.10,0.80,22.00,22.00,15.66,1.10,1.10,0,21.40,21.40,0,0,0,0,0.05,0.05,0.04,74.91,3.75,-1.62,-0.06,-1.56,-32.37,-1.17,-31.20,4.00,2.00,2.00,2.00,2.00,0,0,0,33.33,50.00,0,0.57,0.97,0,1.14,0.97,0,-0.10,-0.12,6.00,4.00,2.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,0,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 33.33333333333333. Changed ""Wait for confirmed?"": true => false."
36.89,45.86,23.43,40.35,62.69,19.61,38.99,55.17,20.88,1.03,1.16,0.84,20.62,23.17,16.81,0.16,0.08,0.24,3.15,1.59,4.89,0.93,1.08,0.79,18.55,21.58,15.74,-513.12,-25.66,186.77,98.76,88.01,36.09,24.33,11.77,721.85,486.51,235.33,50.09,28.05,22.04,1001.77,561.05,440.72,1.10,1.10,0.80,25.26,25.26,17.74,1.11,1.11,0.98,24.90,24.90,19.85,0,0,0,0.06,0.06,0.06,146.87,6.92,14.00,3.73,10.27,279.92,74.54,205.39,35.00,21.00,14.00,54.00,26.00,28.00,0,0,60.67,55.32,66.67,1.39,1.15,1.87,0.90,0.93,0.94,0.18,0.31,89.00,47.00,42.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Weak","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60.67415730337079. Changed ""KST Cross Signal"": Off => Weak."
36.89,45.86,23.43,40.35,62.69,19.61,38.99,55.17,20.88,1.03,1.16,0.84,20.62,23.17,16.81,0.16,0.08,0.24,3.15,1.59,4.89,0.93,1.08,0.79,18.55,21.58,15.74,-512.45,-25.62,186.77,98.76,88.01,36.09,24.33,11.77,721.85,486.51,235.33,50.09,28.05,22.04,1001.77,561.05,440.72,1.10,1.10,0.80,25.26,25.26,17.74,1.11,1.11,0.98,24.90,24.90,19.85,0,0,0,0.06,0.06,0.06,146.87,6.92,14.00,3.73,10.27,279.92,74.54,205.39,35.00,21.00,14.00,54.00,26.00,28.00,0,0,60.67,55.32,66.67,1.39,1.15,1.87,0.90,0.93,0.94,0.18,0.31,89.00,47.00,42.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,true,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60.67415730337079. Changed ""Reverse?"": false => true."
37.26,46.48,23.43,40.35,62.69,19.61,39.13,55.45,20.88,1.03,1.16,0.84,20.62,23.17,16.81,0.16,0.08,0.24,3.15,1.59,4.89,0.93,1.08,0.79,18.55,21.58,15.74,-512.33,-25.62,186.77,98.76,88.01,36.09,24.33,11.77,721.85,486.51,235.33,50.09,28.05,22.04,1001.77,561.05,440.72,1.10,1.10,0.80,25.26,25.26,17.74,1.11,1.11,0.98,24.90,24.90,19.85,0,0,0,0.06,0.06,0.06,146.87,6.92,14.00,3.73,10.27,279.93,74.54,205.39,35.00,21.00,14.00,54.00,26.00,28.00,0,0,60.67,55.32,66.67,1.39,1.15,1.87,0.90,0.93,0.94,0.18,0.31,89.00,47.00,42.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Very Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Off",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 60.67415730337079. Changed ""KST Divergence"": Strong => Very Strong."
48.08,63.14,27.00,47.73,67.38,25.29,47.89,65.40,26.00,0.98,1.10,0.81,19.64,22.10,16.19,0.08,0.07,0.10,1.63,1.38,1.94,0.93,1.10,0.74,18.64,21.92,14.89,-504.88,-25.24,54.17,30.05,24.12,11.78,7.73,4.05,235.63,154.68,80.94,13.98,8.77,5.21,279.54,175.33,104.21,1.10,1.10,0.80,22.73,22.73,16.51,1.10,1.10,0.75,22.31,22.31,15.33,0,0,0,0.06,0.06,0.06,68.15,3.37,2.20,1.03,1.16,43.91,20.64,23.26,12.00,7.00,5.00,15.00,8.00,7.00,0,0,55.56,53.33,58.33,1.19,1.13,1.29,0.95,0.99,0.92,0.04,0.07,27.00,15.00,12.00,0,0,0,50.00,100.00,100.00,"Close","Off","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","Off",1.00,"High/Low",14.00,0,"Off","Once per bar",true,"Off","ABC","Very Strong","Off","Off","Weak",true,3.00,true,6.00,7.00,7.00,2.00,"Regular","Very Strong","Very Strong",true,0,"Off",0,100.00,"Off","Off",73.00,"Off","Strong",9.00,true,"close",true,4.00,20.00,13.00,10.00,10.00,10.00,10.00,10.00,60.00,9.00,13.00,75.00,100.00,195.00,true,true,true,true,true,"EMA","HMA","DEMA","EMA","HEMA","Weak","Strong","Off",20.00,5.00,1.00," ","Weak","Off","Strong",true,true,0,136.00,1.20,1.20,0,"Off","Strong","Off","Off","Mandatory",10.00,10.00,0,2.00,1.00,0,true,"Off","Strong",0,0,1.00,0.70,"Off","Off","Strong",5.00,0,1.00,1.00,1.23,"Off","00:00","GMT+2","Fixed Percent","R:R",0,true,0,0,"Weak","Strong","Mandatory",0,true,"Strong","Off","Off","Skipped for ""Percent Profitable: All"": 55.55555555555556. Changed ""RVI Position"": Off => Mandatory."
